T[C],P[bar],XV(Driesner)[mol],XV(xThermo)[mol],XV(diff)[mol],RhoV(Driesner)[kg/m3],RhoV(xThermo),RhoV(err),HV(Driesner)[J/kg],HV(xThermo),HV(err),XL(Driesner)[mol],XL(xThermo)[mol],XL(diff)[mol],RhoL(Driesner)[kg/m3],RhoL(xThermo),RhoL(err),HL(Driesner)[J/kg],HL(xThermo),HL(err)
1.500000e+02,3.466540e+00,7.743987e-11,7.743986e-11,1.000000e-17,1.831081e+00,1.831081e+00,0.000000e+00,2.757117e+06,2.757117e+06,0.000000e+00,1.151778e-01,1.151778e-01,0.000000e+00,1.149964e+03,1.150889e+03,-9.250000e-01,5.169183e+05,5.169183e+05,0.000000e+00
1.500000e+02,3.492353e+00,8.079638e-11,8.079642e-11,-4.000000e-17,1.845177e+00,1.845178e+00,-1.000000e-06,2.756908e+06,2.756908e+06,0.000000e+00,1.130843e-01,1.130843e-01,0.000000e+00,1.146117e+03,1.146961e+03,-8.440000e-01,5.183303e+05,5.183303e+05,0.000000e+00
1.500000e+02,3.518165e+00,8.418527e-11,8.418524e-11,3.000000e-17,1.859281e+00,1.859281e+00,0.000000e+00,2.756699e+06,2.756699e+06,0.000000e+00,1.109837e-01,1.109837e-01,0.000000e+00,1.142246e+03,1.143013e+03,-7.670000e-01,5.197630e+05,5.197629e+05,1.000000e-01
1.500000e+02,3.543978e+00,8.759839e-11,8.759841e-11,-2.000000e-17,1.873393e+00,1.873393e+00,0.000000e+00,2.756490e+06,2.756490e+06,0.000000e+00,1.088760e-01,1.088760e-01,0.000000e+00,1.138351e+03,1.139046e+03,-6.950000e-01,5.212169e+05,5.212169e+05,0.000000e+00
1.500000e+02,3.569790e+00,9.102699e-11,9.102694e-11,5.000000e-17,1.887512e+00,1.887512e+00,0.000000e+00,2.756280e+06,2.756280e+06,0.000000e+00,1.067610e-01,1.067611e-01,-1.000000e-07,1.134432e+03,1.135058e+03,-6.260000e-01,5.226926e+05,5.226926e+05,0.000000e+00
1.500000e+02,3.595603e+00,9.446179e-11,9.446179e-11,0.000000e+00,1.901638e+00,1.901638e+00,0.000000e+00,2.756070e+06,2.756070e+06,0.000000e+00,1.046388e-01,1.046388e-01,0.000000e+00,1.130488e+03,1.131049e+03,-5.610000e-01,5.241907e+05,5.241907e+05,0.000000e+00
1.500000e+02,3.621416e+00,9.789291e-11,9.789296e-11,-5.000000e-17,1.915772e+00,1.915773e+00,-1.000000e-06,2.755860e+06,2.755860e+06,0.000000e+00,1.025092e-01,1.025092e-01,0.000000e+00,1.126520e+03,1.127020e+03,-5.000000e-01,5.257118e+05,5.257118e+05,0.000000e+00
1.500000e+02,3.647228e+00,1.013099e-10,1.013099e-10,0.000000e+00,1.929914e+00,1.929914e+00,0.000000e+00,2.755650e+06,2.755650e+06,0.000000e+00,1.003721e-01,1.003722e-01,-1.000000e-07,1.122527e+03,1.122968e+03,-4.410000e-01,5.272564e+05,5.272564e+05,0.000000e+00
1.500000e+02,3.673041e+00,1.047019e-10,1.047019e-10,0.000000e+00,1.944064e+00,1.944064e+00,0.000000e+00,2.755439e+06,2.755439e+06,0.000000e+00,9.822757e-02,9.822755e-02,2.000000e-08,1.118507e+03,1.118894e+03,-3.870000e-01,5.288252e+05,5.288252e+05,0.000000e+00
1.500000e+02,3.698853e+00,1.080572e-10,1.080571e-10,1.000000e-16,1.958221e+00,1.958220e+00,1.000000e-06,2.755229e+06,2.755229e+06,0.000000e+00,9.607539e-02,9.607541e-02,-2.000000e-08,1.114462e+03,1.114798e+03,-3.360000e-01,5.304188e+05,5.304188e+05,0.000000e+00
1.500000e+02,3.724666e+00,1.113638e-10,1.113638e-10,0.000000e+00,1.972385e+00,1.972385e+00,0.000000e+00,2.755018e+06,2.755018e+06,0.000000e+00,9.391550e-02,9.391550e-02,0.000000e+00,1.110391e+03,1.110679e+03,-2.880000e-01,5.320379e+05,5.320379e+05,0.000000e+00
1.500000e+02,3.750478e+00,1.146090e-10,1.146089e-10,1.000000e-16,1.986557e+00,1.986557e+00,0.000000e+00,2.754807e+06,2.754807e+06,0.000000e+00,9.174784e-02,9.174788e-02,-4.000000e-08,1.106293e+03,1.106536e+03,-2.430000e-01,5.336833e+05,5.336833e+05,0.000000e+00
1.500000e+02,3.776291e+00,1.177797e-10,1.177797e-10,0.000000e+00,2.000737e+00,2.000737e+00,0.000000e+00,2.754595e+06,2.754595e+06,0.000000e+00,8.957231e-02,8.957231e-02,0.000000e+00,1.102167e+03,1.102369e+03,-2.020000e-01,5.353557e+05,5.353557e+05,0.000000e+00
1.500000e+02,3.802104e+00,1.208622e-10,1.208622e-10,0.000000e+00,2.014925e+00,2.014925e+00,0.000000e+00,2.754383e+06,2.754383e+06,0.000000e+00,8.738882e-02,8.738879e-02,3.000000e-08,1.098013e+03,1.098177e+03,-1.640000e-01,5.370559e+05,5.370559e+05,0.000000e+00
1.500000e+02,3.827916e+00,1.238422e-10,1.238422e-10,0.000000e+00,2.029120e+00,2.029120e+00,0.000000e+00,2.754172e+06,2.754172e+06,0.000000e+00,8.519728e-02,8.519730e-02,-2.000000e-08,1.093832e+03,1.093960e+03,-1.280000e-01,5.387847e+05,5.387847e+05,0.000000e+00
1.500000e+02,3.853729e+00,1.267051e-10,1.267051e-10,0.000000e+00,2.043324e+00,2.043324e+00,0.000000e+00,2.753959e+06,2.753959e+06,0.000000e+00,8.299760e-02,8.299758e-02,2.000000e-08,1.089621e+03,1.089716e+03,-9.500000e-02,5.405429e+05,5.405429e+05,0.000000e+00
1.500000e+02,3.879541e+00,1.294355e-10,1.294355e-10,0.000000e+00,2.057534e+00,2.057534e+00,0.000000e+00,2.753747e+06,2.753747e+06,0.000000e+00,8.078968e-02,8.078971e-02,-3.000000e-08,1.085381e+03,1.085447e+03,-6.600000e-02,5.423314e+05,5.423314e+05,0.000000e+00
1.500000e+02,3.905354e+00,1.320178e-10,1.320178e-10,0.000000e+00,2.071753e+00,2.071753e+00,0.000000e+00,2.753534e+06,2.753534e+06,0.000000e+00,7.857343e-02,7.857343e-02,0.000000e+00,1.081111e+03,1.081150e+03,-3.900000e-02,5.441512e+05,5.441512e+05,0.000000e+00
1.500000e+02,3.931167e+00,1.344355e-10,1.344356e-10,-1.000000e-16,2.085979e+00,2.085980e+00,-1.000000e-06,2.753321e+06,2.753321e+06,0.000000e+00,7.634875e-02,7.634872e-02,3.000000e-08,1.076810e+03,1.076825e+03,-1.500000e-02,5.460032e+05,5.460032e+05,0.000000e+00
1.500000e+02,3.956979e+00,1.366722e-10,1.366721e-10,1.000000e-16,2.100214e+00,2.100214e+00,0.000000e+00,2.753108e+06,2.753108e+06,0.000000e+00,7.411555e-02,7.411556e-02,-1.000000e-08,1.072478e+03,1.072472e+03,6.000000e-03,5.478884e+05,5.478884e+05,0.000000e+00
1.500000e+02,3.982792e+00,1.387104e-10,1.387104e-10,0.000000e+00,2.114456e+00,2.114456e+00,0.000000e+00,2.752895e+06,2.752895e+06,0.000000e+00,7.187371e-02,7.187369e-02,2.000000e-08,1.068114e+03,1.068090e+03,2.400000e-02,5.498080e+05,5.498080e+05,0.000000e+00
1.500000e+02,4.008604e+00,1.405325e-10,1.405325e-10,0.000000e+00,2.128705e+00,2.128705e+00,0.000000e+00,2.752681e+06,2.752681e+06,0.000000e+00,6.962314e-02,6.962317e-02,-3.000000e-08,1.063717e+03,1.063677e+03,4.000000e-02,5.517629e+05,5.517629e+05,0.000000e+00
1.500000e+02,4.034417e+00,1.421203e-10,1.421203e-10,0.000000e+00,2.142963e+00,2.142963e+00,0.000000e+00,2.752468e+06,2.752468e+06,0.000000e+00,6.736372e-02,6.736372e-02,0.000000e+00,1.059287e+03,1.059234e+03,5.300000e-02,5.537545e+05,5.537545e+05,0.000000e+00
1.500000e+02,4.060230e+00,1.434552e-10,1.434552e-10,0.000000e+00,2.157229e+00,2.157229e+00,0.000000e+00,2.752253e+06,2.752253e+06,0.000000e+00,6.509536e-02,6.509531e-02,5.000000e-08,1.054822e+03,1.054759e+03,6.300000e-02,5.557840e+05,5.557840e+05,0.000000e+00
1.500000e+02,4.086042e+00,1.445180e-10,1.445180e-10,0.000000e+00,2.171502e+00,2.171502e+00,0.000000e+00,2.752039e+06,2.752039e+06,0.000000e+00,6.281793e-02,6.281794e-02,-1.000000e-08,1.050323e+03,1.050252e+03,7.100000e-02,5.578526e+05,5.578526e+05,0.000000e+00
1.500000e+02,4.111855e+00,1.452890e-10,1.452890e-10,0.000000e+00,2.185784e+00,2.185784e+00,0.000000e+00,2.751825e+06,2.751825e+06,0.000000e+00,6.053134e-02,6.053131e-02,3.000000e-08,1.045788e+03,1.045711e+03,7.700000e-02,5.599617e+05,5.599617e+05,0.000000e+00
1.500000e+02,4.137667e+00,1.457482e-10,1.457482e-10,0.000000e+00,2.200073e+00,2.200073e+00,0.000000e+00,2.751610e+06,2.751610e+06,0.000000e+00,5.823545e-02,5.823548e-02,-3.000000e-08,1.041217e+03,1.041136e+03,8.100000e-02,5.621128e+05,5.621128e+05,0.000000e+00
1.500000e+02,4.163480e+00,1.458750e-10,1.458750e-10,0.000000e+00,2.214370e+00,2.214370e+00,0.000000e+00,2.751395e+06,2.751395e+06,0.000000e+00,5.593017e-02,5.593015e-02,2.000000e-08,1.036608e+03,1.036526e+03,8.200000e-02,5.643074e+05,5.643074e+05,0.000000e+00
1.500000e+02,4.189292e+00,1.456481e-10,1.456481e-10,0.000000e+00,2.228675e+00,2.228675e+00,0.000000e+00,2.751179e+06,2.751179e+06,0.000000e+00,5.361535e-02,5.361539e-02,-4.000000e-08,1.031961e+03,1.031880e+03,8.100000e-02,5.665471e+05,5.665471e+05,0.000000e+00
1.500000e+02,4.215105e+00,1.450460e-10,1.450460e-10,0.000000e+00,2.242989e+00,2.242989e+00,0.000000e+00,2.750964e+06,2.750964e+06,0.000000e+00,5.129089e-02,5.129090e-02,-1.000000e-08,1.027275e+03,1.027196e+03,7.900000e-02,5.688336e+05,5.688336e+05,0.000000e+00
1.500000e+02,4.240918e+00,1.440464e-10,1.440463e-10,1.000000e-16,2.257310e+00,2.257310e+00,0.000000e+00,2.750748e+06,2.750748e+06,0.000000e+00,4.895666e-02,4.895663e-02,3.000000e-08,1.022549e+03,1.022474e+03,7.500000e-02,5.711688e+05,5.711689e+05,-1.000000e-01
1.500000e+02,4.266730e+00,1.426265e-10,1.426265e-10,0.000000e+00,2.271639e+00,2.271639e+00,0.000000e+00,2.750532e+06,2.750532e+06,0.000000e+00,4.661253e-02,4.661255e-02,-2.000000e-08,1.017782e+03,1.017711e+03,7.100000e-02,5.735545e+05,5.735545e+05,0.000000e+00
1.500000e+02,4.292543e+00,1.407631e-10,1.407631e-10,0.000000e+00,2.285976e+00,2.285976e+00,0.000000e+00,2.750316e+06,2.750316e+06,0.000000e+00,4.425837e-02,4.425835e-02,2.000000e-08,1.012972e+03,1.012907e+03,6.500000e-02,5.759929e+05,5.759929e+05,0.000000e+00
1.500000e+02,4.318355e+00,1.384321e-10,1.384321e-10,0.000000e+00,2.300321e+00,2.300321e+00,0.000000e+00,2.750099e+06,2.750099e+06,0.000000e+00,4.189404e-02,4.189408e-02,-4.000000e-08,1.008119e+03,1.008060e+03,5.900000e-02,5.784859e+05,5.784859e+05,0.000000e+00
1.500000e+02,4.344168e+00,1.356089e-10,1.356089e-10,0.000000e+00,2.314675e+00,2.314675e+00,0.000000e+00,2.749883e+06,2.749883e+06,0.000000e+00,3.951942e-02,3.951941e-02,1.000000e-08,1.003221e+03,1.003168e+03,5.300000e-02,5.810361e+05,5.810361e+05,0.000000e+00
1.500000e+02,4.369981e+00,1.322681e-10,1.322681e-10,0.000000e+00,2.329036e+00,2.329037e+00,-1.000000e-06,2.749666e+06,2.749666e+06,0.000000e+00,3.713435e-02,3.713431e-02,4.000000e-08,9.982777e+02,9.982306e+02,4.710000e-02,5.836457e+05,5.836458e+05,-1.000000e-01
1.500000e+02,4.395793e+00,1.283838e-10,1.283838e-10,0.000000e+00,2.343406e+00,2.343406e+00,0.000000e+00,2.749448e+06,2.749448e+06,0.000000e+00,3.473870e-02,3.473871e-02,-1.000000e-08,9.932867e+02,9.932457e+02,4.100000e-02,5.863176e+05,5.863175e+05,1.000000e-01
1.500000e+02,4.421606e+00,1.239289e-10,1.239288e-10,1.000000e-16,2.357784e+00,2.357784e+00,0.000000e+00,2.749231e+06,2.749231e+06,0.000000e+00,3.233232e-02,3.233229e-02,3.000000e-08,9.882466e+02,9.882114e+02,3.520000e-02,5.890544e+05,5.890544e+05,0.000000e+00
1.500000e+02,4.447418e+00,1.188758e-10,1.188759e-10,-1.000000e-16,2.372169e+00,2.372169e+00,0.000000e+00,2.749013e+06,2.749013e+06,0.000000e+00,2.991506e-02,2.991509e-02,-3.000000e-08,9.831557e+02,9.831263e+02,2.940000e-02,5.918592e+05,5.918591e+05,1.000000e-01
1.500000e+02,4.473231e+00,1.131959e-10,1.131959e-10,0.000000e+00,2.386563e+00,2.386563e+00,0.000000e+00,2.748795e+06,2.748795e+06,0.000000e+00,2.748678e-02,2.748677e-02,1.000000e-08,9.780121e+02,9.779877e+02,2.440000e-02,5.947352e+05,5.947352e+05,0.000000e+00
1.500000e+02,4.499043e+00,1.068596e-10,1.068597e-10,-1.000000e-16,2.400966e+00,2.400965e+00,1.000000e-06,2.748577e+06,2.748577e+06,0.000000e+00,2.504730e-02,2.504735e-02,-5.000000e-08,9.728135e+02,9.727939e+02,1.960000e-02,5.976859e+05,5.976859e+05,0.000000e+00
1.500000e+02,4.524856e+00,9.983615e-11,9.983616e-11,-1.000000e-17,2.415376e+00,2.415376e+00,0.000000e+00,2.748358e+06,2.748358e+06,0.000000e+00,2.259648e-02,2.259648e-02,0.000000e+00,9.675574e+02,9.675419e+02,1.550000e-02,6.007152e+05,6.007152e+05,0.000000e+00
1.500000e+02,4.550669e+00,9.209381e-11,9.209369e-11,1.200000e-16,2.429795e+00,2.429795e+00,0.000000e+00,2.748139e+06,2.748139e+06,0.000000e+00,2.013415e-02,2.013411e-02,4.000000e-08,9.622411e+02,9.622291e+02,1.200000e-02,6.038270e+05,6.038270e+05,0.000000e+00
1.500000e+02,4.576481e+00,8.359952e-11,8.359960e-11,-8.000000e-17,2.444221e+00,2.444221e+00,0.000000e+00,2.747920e+06,2.747920e+06,0.000000e+00,1.766013e-02,1.766015e-02,-2.000000e-08,9.568614e+02,9.568525e+02,8.900000e-03,6.070257e+05,6.070257e+05,0.000000e+00
1.500000e+02,4.602294e+00,7.431893e-11,7.431886e-11,7.000000e-17,2.458656e+00,2.458657e+00,-1.000000e-06,2.747701e+06,2.747701e+06,0.000000e+00,1.517427e-02,1.517425e-02,2.000000e-08,9.514148e+02,9.514084e+02,6.400000e-03,6.103162e+05,6.103163e+05,-1.000000e-01
1.500000e+02,4.628106e+00,6.421621e-11,6.421637e-11,-1.600000e-16,2.473100e+00,2.473100e+00,0.000000e+00,2.747482e+06,2.747482e+06,0.000000e+00,1.267637e-02,1.267641e-02,-4.000000e-08,9.458973e+02,9.458929e+02,4.400000e-03,6.137037e+05,6.137037e+05,0.000000e+00
1.500000e+02,4.653919e+00,5.325398e-11,5.325397e-11,1.000000e-17,2.487552e+00,2.487552e+00,0.000000e+00,2.747262e+06,2.747262e+06,0.000000e+00,1.016627e-02,1.016627e-02,0.000000e+00,9.403042e+02,9.403013e+02,2.900000e-03,6.171939e+05,6.171939e+05,0.000000e+00
1.500000e+02,4.679732e+00,4.139317e-11,4.139296e-11,2.100000e-16,2.502012e+00,2.502012e+00,0.000000e+00,2.747042e+06,2.747042e+06,0.000000e+00,7.643776e-03,7.643734e-03,4.200000e-08,9.346304e+02,9.346285e+02,1.900000e-03,6.207930e+05,6.207930e+05,0.000000e+00
1.500000e+02,4.705544e+00,2.859286e-11,2.859294e-11,-8.000000e-17,2.516480e+00,2.516480e+00,0.000000e+00,2.746822e+06,2.746822e+06,0.000000e+00,5.108697e-03,5.108712e-03,-1.500000e-08,9.288697e+02,9.288688e+02,9.000000e-04,6.245079e+05,6.245078e+05,1.000000e-01
1.500000e+02,4.731357e+00,1.481016e-11,1.481001e-11,1.500000e-16,2.530957e+00,2.530957e+00,0.000000e+00,2.746601e+06,2.746601e+06,0.000000e+00,2.560838e-03,2.560812e-03,2.600000e-08,9.230149e+02,9.230145e+02,4.000000e-04,6.283461e+05,6.283462e+05,-1.000000e-01
1.500000e+02,4.757169e+00,0.000000e+00,1.921011e-16,-1.921011e-16,2.545442e+00,2.545442e+00,0.000000e+00,2.746380e+06,2.746380e+06,0.000000e+00,0.000000e+00,3.215231e-08,-3.215231e-08,9.170577e+02,9.170578e+02,-1.000000e-04,6.323162e+05,6.323162e+05,0.000000e+00
1.600000e+02,4.476529e+00,1.842399e-10,1.842400e-10,-1.000000e-16,2.323025e+00,2.323025e+00,0.000000e+00,2.771227e+06,2.771227e+06,0.000000e+00,1.170283e-01,1.170283e-01,0.000000e+00,1.145922e+03,1.146563e+03,-6.410000e-01,5.485789e+05,5.485789e+05,0.000000e+00
1.600000e+02,4.510531e+00,1.918338e-10,1.918339e-10,-1.000000e-16,2.341384e+00,2.341384e+00,0.000000e+00,2.770970e+06,2.770970e+06,0.000000e+00,1.149194e-01,1.149194e-01,0.000000e+00,1.142037e+03,1.142614e+03,-5.770000e-01,5.501228e+05,5.501228e+05,0.000000e+00
1.600000e+02,4.544533e+00,1.994734e-10,1.994734e-10,0.000000e+00,2.359755e+00,2.359755e+00,0.000000e+00,2.770713e+06,2.770713e+06,0.000000e+00,1.128028e-01,1.128028e-01,0.000000e+00,1.138128e+03,1.138644e+03,-5.160000e-01,5.516894e+05,5.516894e+05,0.000000e+00
1.600000e+02,4.578535e+00,2.071394e-10,2.071395e-10,-1.000000e-16,2.378138e+00,2.378138e+00,0.000000e+00,2.770455e+06,2.770455e+06,0.000000e+00,1.106786e-01,1.106786e-01,0.000000e+00,1.134193e+03,1.134652e+03,-4.590000e-01,5.532793e+05,5.532793e+05,0.000000e+00
1.600000e+02,4.612537e+00,2.148117e-10,2.148117e-10,0.000000e+00,2.396534e+00,2.396534e+00,0.000000e+00,2.770197e+06,2.770197e+06,0.000000e+00,1.085465e-01,1.085465e-01,0.000000e+00,1.130233e+03,1.130638e+03,-4.050000e-01,5.548931e+05,5.548931e+05,0.000000e+00
1.600000e+02,4.646539e+00,2.224688e-10,2.224688e-10,0.000000e+00,2.414941e+00,2.414941e+00,0.000000e+00,2.769939e+06,2.769939e+06,0.000000e+00,1.064065e-01,1.064065e-01,0.000000e+00,1.126246e+03,1.126602e+03,-3.560000e-01,5.565315e+05,5.565315e+05,0.000000e+00
1.600000e+02,4.680541e+00,2.300882e-10,2.300882e-10,0.000000e+00,2.433360e+00,2.433360e+00,0.000000e+00,2.769680e+06,2.769680e+06,0.000000e+00,1.042585e-01,1.042585e-01,0.000000e+00,1.122234e+03,1.122542e+03,-3.080000e-01,5.581952e+05,5.581952e+05,0.000000e+00
1.600000e+02,4.714543e+00,2.376465e-10,2.376464e-10,1.000000e-16,2.451792e+00,2.451792e+00,0.000000e+00,2.769421e+06,2.769421e+06,0.000000e+00,1.021025e-01,1.021025e-01,0.000000e+00,1.118194e+03,1.118459e+03,-2.650000e-01,5.598847e+05,5.598847e+05,0.000000e+00
1.600000e+02,4.748545e+00,2.451189e-10,2.451188e-10,1.000000e-16,2.470236e+00,2.470235e+00,1.000000e-06,2.769162e+06,2.769162e+06,0.000000e+00,9.993822e-02,9.993824e-02,-2.000000e-08,1.114127e+03,1.114352e+03,-2.250000e-01,5.616008e+05,5.616008e+05,0.000000e+00
1.600000e+02,4.782547e+00,2.524798e-10,2.524797e-10,1.000000e-16,2.488692e+00,2.488692e+00,0.000000e+00,2.768902e+06,2.768902e+06,0.000000e+00,9.776568e-02,9.776571e-02,-3.000000e-08,1.110033e+03,1.110220e+03,-1.870000e-01,5.633443e+05,5.633442e+05,1.000000e-01
1.600000e+02,4.816550e+00,2.597026e-10,2.597026e-10,0.000000e+00,2.507160e+00,2.507160e+00,0.000000e+00,2.768642e+06,2.768642e+06,0.000000e+00,9.558476e-02,9.558473e-02,3.000000e-08,1.105910e+03,1.106063e+03,-1.530000e-01,5.651158e+05,5.651159e+05,-1.000000e-01
1.600000e+02,4.850552e+00,2.667595e-10,2.667596e-10,-1.000000e-16,2.525641e+00,2.525641e+00,0.000000e+00,2.768382e+06,2.768382e+06,0.000000e+00,9.339535e-02,9.339533e-02,2.000000e-08,1.101758e+03,1.101879e+03,-1.210000e-01,5.669163e+05,5.669164e+05,-1.000000e-01
1.600000e+02,4.884554e+00,2.736220e-10,2.736221e-10,-1.000000e-16,2.544134e+00,2.544134e+00,0.000000e+00,2.768121e+06,2.768121e+06,0.000000e+00,9.119735e-02,9.119733e-02,2.000000e-08,1.097578e+03,1.097670e+03,-9.200000e-02,5.687466e+05,5.687466e+05,0.000000e+00
1.600000e+02,4.918556e+00,2.802604e-10,2.802604e-10,0.000000e+00,2.562639e+00,2.562639e+00,0.000000e+00,2.767860e+06,2.767860e+06,0.000000e+00,8.899065e-02,8.899064e-02,1.000000e-08,1.093367e+03,1.093433e+03,-6.600000e-02,5.706075e+05,5.706075e+05,0.000000e+00
1.600000e+02,4.952558e+00,2.866441e-10,2.866441e-10,0.000000e+00,2.581157e+00,2.581157e+00,0.000000e+00,2.767599e+06,2.767599e+06,0.000000e+00,8.677514e-02,8.677514e-02,0.000000e+00,1.089126e+03,1.089168e+03,-4.200000e-02,5.724999e+05,5.724999e+05,0.000000e+00
1.600000e+02,4.986560e+00,2.927416e-10,2.927416e-10,0.000000e+00,2.599687e+00,2.599687e+00,0.000000e+00,2.767337e+06,2.767337e+06,0.000000e+00,8.455072e-02,8.455073e-02,-1.000000e-08,1.084854e+03,1.084875e+03,-2.100000e-02,5.744249e+05,5.744249e+05,0.000000e+00
1.600000e+02,5.020562e+00,2.985205e-10,2.985205e-10,0.000000e+00,2.618230e+00,2.618230e+00,0.000000e+00,2.767075e+06,2.767075e+06,0.000000e+00,8.231727e-02,8.231728e-02,-1.000000e-08,1.080550e+03,1.080553e+03,-3.000000e-03,5.763834e+05,5.763833e+05,1.000000e-01
1.600000e+02,5.054564e+00,3.039473e-10,3.039473e-10,0.000000e+00,2.636785e+00,2.636785e+00,0.000000e+00,2.766812e+06,2.766812e+06,0.000000e+00,8.007467e-02,8.007469e-02,-2.000000e-08,1.076214e+03,1.076201e+03,1.300000e-02,5.783764e+05,5.783764e+05,0.000000e+00
1.600000e+02,5.088566e+00,3.089878e-10,3.089878e-10,0.000000e+00,2.655353e+00,2.655353e+00,0.000000e+00,2.766549e+06,2.766549e+06,0.000000e+00,7.782281e-02,7.782283e-02,-2.000000e-08,1.071845e+03,1.071818e+03,2.700000e-02,5.804050e+05,5.804050e+05,0.000000e+00
1.600000e+02,5.122568e+00,3.136068e-10,3.136067e-10,1.000000e-16,2.673933e+00,2.673933e+00,0.000000e+00,2.766286e+06,2.766286e+06,0.000000e+00,7.556156e-02,7.556159e-02,-3.000000e-08,1.067443e+03,1.067403e+03,4.000000e-02,5.824705e+05,5.824705e+05,0.000000e+00
1.600000e+02,5.156571e+00,3.177681e-10,3.177682e-10,-1.000000e-16,2.692526e+00,2.692526e+00,0.000000e+00,2.766023e+06,2.766023e+06,0.000000e+00,7.329080e-02,7.329077e-02,3.000000e-08,1.063005e+03,1.062956e+03,4.900000e-02,5.845740e+05,5.845741e+05,-1.000000e-01
1.600000e+02,5.190573e+00,3.214348e-10,3.214348e-10,0.000000e+00,2.711132e+00,2.711132e+00,0.000000e+00,2.765759e+06,2.765759e+06,0.000000e+00,7.101041e-02,7.101039e-02,2.000000e-08,1.058533e+03,1.058476e+03,5.700000e-02,5.867168e+05,5.867168e+05,0.000000e+00
1.600000e+02,5.224575e+00,3.245687e-10,3.245687e-10,0.000000e+00,2.729750e+00,2.729750e+00,0.000000e+00,2.765495e+06,2.765495e+06,0.000000e+00,6.872025e-02,6.872024e-02,1.000000e-08,1.054024e+03,1.053962e+03,6.200000e-02,5.889002e+05,5.889003e+05,-1.000000e-01
1.600000e+02,5.258577e+00,3.271311e-10,3.271311e-10,0.000000e+00,2.748381e+00,2.748381e+00,0.000000e+00,2.765230e+06,2.765230e+06,0.000000e+00,6.642021e-02,6.642020e-02,1.000000e-08,1.049478e+03,1.049413e+03,6.500000e-02,5.911257e+05,5.911257e+05,0.000000e+00
1.600000e+02,5.292579e+00,3.290819e-10,3.290819e-10,0.000000e+00,2.767025e+00,2.767025e+00,0.000000e+00,2.764965e+06,2.764965e+06,0.000000e+00,6.411013e-02,6.411013e-02,0.000000e+00,1.044895e+03,1.044828e+03,6.700000e-02,5.933947e+05,5.933947e+05,0.000000e+00
1.600000e+02,5.326581e+00,3.303801e-10,3.303801e-10,0.000000e+00,2.785681e+00,2.785681e+00,0.000000e+00,2.764700e+06,2.764700e+06,0.000000e+00,6.178988e-02,6.178989e-02,-1.000000e-08,1.040272e+03,1.040205e+03,6.700000e-02,5.957087e+05,5.957087e+05,0.000000e+00
1.600000e+02,5.360583e+00,3.309839e-10,3.309839e-10,0.000000e+00,2.804351e+00,2.804351e+00,0.000000e+00,2.764434e+06,2.764434e+06,0.000000e+00,5.945933e-02,5.945934e-02,-1.000000e-08,1.035610e+03,1.035544e+03,6.600000e-02,5.980695e+05,5.980695e+05,0.000000e+00
1.600000e+02,5.394585e+00,3.308501e-10,3.308501e-10,0.000000e+00,2.823033e+00,2.823033e+00,0.000000e+00,2.764168e+06,2.764168e+06,0.000000e+00,5.711832e-02,5.711834e-02,-2.000000e-08,1.030907e+03,1.030842e+03,6.500000e-02,6.004787e+05,6.004787e+05,0.000000e+00
1.600000e+02,5.428587e+00,3.299343e-10,3.299343e-10,0.000000e+00,2.841728e+00,2.841728e+00,0.000000e+00,2.763902e+06,2.763902e+06,0.000000e+00,5.476672e-02,5.476674e-02,-2.000000e-08,1.026162e+03,1.026100e+03,6.200000e-02,6.029383e+05,6.029383e+05,0.000000e+00
1.600000e+02,5.462589e+00,3.281911e-10,3.281912e-10,-1.000000e-16,2.860436e+00,2.860436e+00,0.000000e+00,2.763635e+06,2.763635e+06,0.000000e+00,5.240436e-02,5.240440e-02,-4.000000e-08,1.021374e+03,1.021314e+03,6.000000e-02,6.054501e+05,6.054501e+05,0.000000e+00
1.600000e+02,5.496592e+00,3.255737e-10,3.255736e-10,1.000000e-16,2.879157e+00,2.879157e+00,0.000000e+00,2.763368e+06,2.763368e+06,0.000000e+00,5.003110e-02,5.003107e-02,3.000000e-08,1.016541e+03,1.016485e+03,5.600000e-02,6.080163e+05,6.080163e+05,0.000000e+00
1.600000e+02,5.530594e+00,3.220337e-10,3.220336e-10,1.000000e-16,2.897891e+00,2.897891e+00,0.000000e+00,2.763101e+06,2.763101e+06,0.000000e+00,4.764678e-02,4.764676e-02,2.000000e-08,1.011664e+03,1.011611e+03,5.300000e-02,6.106390e+05,6.106390e+05,0.000000e+00
1.600000e+02,5.564596e+00,3.175214e-10,3.175214e-10,0.000000e+00,2.916638e+00,2.916638e+00,0.000000e+00,2.762833e+06,2.762833e+06,0.000000e+00,4.525123e-02,4.525121e-02,2.000000e-08,1.006739e+03,1.006691e+03,4.800000e-02,6.133206e+05,6.133206e+05,0.000000e+00
1.600000e+02,5.598598e+00,3.119854e-10,3.119854e-10,0.000000e+00,2.935398e+00,2.935398e+00,0.000000e+00,2.762565e+06,2.762565e+06,0.000000e+00,4.284429e-02,4.284428e-02,1.000000e-08,1.001766e+03,1.001722e+03,4.400000e-02,6.160635e+05,6.160635e+05,0.000000e+00
