T[C],P[bar],XV(Driesner)[mol],XV(xThermo)[mol],XV(diff)[mol],RhoV(Driesner)[kg/m3],RhoV(xThermo),RhoV(err),HV(Driesner)[J/kg],HV(xThermo),HV(err),XL(Driesner)[mol],XL(xThermo)[mol],XL(diff)[mol],RhoL(Driesner)[kg/m3],RhoL(xThermo),RhoL(err),HL(Driesner)[J/kg],HL(xThermo),HL(err)
3.500000e+02,1.343904e+02,1.090512e-05,1.090510e-05,2.000000e-11,7.016725e+01,7.016722e+01,3.000000e-05,2.780569e+06,2.780570e+06,-1.000000e+00,9.951755e-02,9.951766e-02,-1.100000e-07,9.213175e+02,9.213142e+02,3.300000e-03,1.258005e+06,1.258004e+06,1.000000e+00
3.500000e+02,1.354912e+02,1.131653e-05,1.131653e-05,0.000000e+00,7.120302e+01,7.120305e+01,-3.000000e-05,2.775007e+06,2.775006e+06,1.000000e+00,9.594948e-02,9.594941e-02,7.000000e-08,9.131061e+02,9.131025e+02,3.600000e-03,1.266959e+06,1.266959e+06,0.000000e+00
3.500000e+02,1.365919e+02,1.174548e-05,1.174548e-05,0.000000e+00,7.225897e+01,7.225895e+01,2.000000e-05,2.769352e+06,2.769352e+06,0.000000e+00,9.239433e-02,9.239440e-02,-7.000000e-08,9.048201e+02,9.048169e+02,3.200000e-03,1.276085e+06,1.276085e+06,0.000000e+00
3.500000e+02,1.376927e+02,1.219273e-05,1.219275e-05,-2.000000e-11,7.333607e+01,7.333610e+01,-3.000000e-05,2.763601e+06,2.763601e+06,0.000000e+00,8.885147e-02,8.885135e-02,1.200000e-07,8.964528e+02,8.964493e+02,3.500000e-03,1.285392e+06,1.285393e+06,-1.000000e+00
3.500000e+02,1.387934e+02,1.265892e-05,1.265892e-05,0.000000e+00,7.443538e+01,7.443537e+01,1.000000e-05,2.757750e+06,2.757750e+06,0.000000e+00,8.532022e-02,8.532025e-02,-3.000000e-08,8.879970e+02,8.879939e+02,3.100000e-03,1.294891e+06,1.294891e+06,0.000000e+00
3.500000e+02,1.398942e+02,1.314459e-05,1.314461e-05,-2.000000e-11,7.555805e+01,7.555810e+01,-5.000000e-05,2.751795e+06,2.751794e+06,1.000000e+00,8.179985e-02,8.179971e-02,1.400000e-07,8.794444e+02,8.794411e+02,3.300000e-03,1.304593e+06,1.304594e+06,-1.000000e+00
3.500000e+02,1.409949e+02,1.365009e-05,1.365009e-05,0.000000e+00,7.670532e+01,7.670532e+01,0.000000e+00,2.745729e+06,2.745729e+06,0.000000e+00,7.828959e-02,7.828958e-02,1.000000e-08,8.707860e+02,8.707832e+02,2.800000e-03,1.314511e+06,1.314511e+06,0.000000e+00
3.500000e+02,1.420956e+02,1.417552e-05,1.417550e-05,2.000000e-11,7.787854e+01,7.787849e+01,5.000000e-05,2.739548e+06,2.739548e+06,0.000000e+00,7.478855e-02,7.478869e-02,-1.400000e-07,8.620116e+02,8.620092e+02,2.400000e-03,1.324659e+06,1.324658e+06,1.000000e+00
3.500000e+02,1.431964e+02,1.472063e-05,1.472064e-05,-1.000000e-11,7.907916e+01,7.907918e+01,-2.000000e-05,2.733245e+06,2.733245e+06,0.000000e+00,7.129582e-02,7.129578e-02,4.000000e-08,8.531094e+02,8.531067e+02,2.700000e-03,1.335052e+06,1.335052e+06,0.000000e+00
3.500000e+02,1.442971e+02,1.528471e-05,1.528469e-05,2.000000e-11,8.030881e+01,8.030877e+01,4.000000e-05,2.726815e+06,2.726815e+06,0.000000e+00,6.781035e-02,6.781045e-02,-1.000000e-07,8.440663e+02,8.440641e+02,2.200000e-03,1.345708e+06,1.345708e+06,0.000000e+00
3.500000e+02,1.453979e+02,1.586639e-05,1.586640e-05,-1.000000e-11,8.156922e+01,8.156925e+01,-3.000000e-05,2.720250e+06,2.720249e+06,1.000000e+00,6.433102e-02,6.433095e-02,7.000000e-08,8.348673e+02,8.348647e+02,2.600000e-03,1.356647e+06,1.356647e+06,0.000000e+00
3.500000e+02,1.464986e+02,1.646345e-05,1.646344e-05,1.000000e-11,8.286233e+01,8.286231e+01,2.000000e-05,2.713541e+06,2.713542e+06,-1.000000e+00,6.085658e-02,6.085665e-02,-7.000000e-08,8.254951e+02,8.254930e+02,2.100000e-03,1.367890e+06,1.367890e+06,0.000000e+00
3.500000e+02,1.475994e+02,1.707253e-05,1.707255e-05,-2.000000e-11,8.419027e+01,8.419032e+01,-5.000000e-05,2.706682e+06,2.706682e+06,0.000000e+00,5.738566e-02,5.738556e-02,1.000000e-07,8.159299e+02,8.159274e+02,2.500000e-03,1.379464e+06,1.379464e+06,0.000000e+00
3.500000e+02,1.487001e+02,1.768874e-05,1.768873e-05,1.000000e-11,8.555539e+01,8.555538e+01,1.000000e-05,2.699662e+06,2.699662e+06,0.000000e+00,5.391673e-02,5.391676e-02,-3.000000e-08,8.061484e+02,8.061465e+02,1.900000e-03,1.391397e+06,1.391397e+06,0.000000e+00
3.500000e+02,1.498009e+02,1.830512e-05,1.830515e-05,-3.000000e-11,8.696029e+01,8.696035e+01,-6.000000e-05,2.692472e+06,2.692471e+06,1.000000e+00,5.044807e-02,5.044793e-02,1.400000e-07,7.961237e+02,7.961214e+02,2.300000e-03,1.403721e+06,1.403722e+06,-1.000000e+00
3.500000e+02,1.509016e+02,1.891201e-05,1.891201e-05,0.000000e+00,8.840790e+01,8.840790e+01,0.000000e+00,2.685098e+06,2.685098e+06,0.000000e+00,4.697776e-02,4.697776e-02,0.000000e+00,7.858235e+02,7.858217e+02,1.800000e-03,1.416476e+06,1.416476e+06,0.000000e+00
3.500000e+02,1.520023e+02,1.949606e-05,1.949604e-05,2.000000e-11,8.990147e+01,8.990140e+01,7.000000e-05,2.677530e+06,2.677530e+06,0.000000e+00,4.350365e-02,4.350378e-02,-1.300000e-07,7.752095e+02,7.752084e+02,1.100000e-03,1.429707e+06,1.429706e+06,1.000000e+00
3.500000e+02,1.531031e+02,2.003896e-05,2.003896e-05,0.000000e+00,9.144466e+01,9.144468e+01,-2.000000e-05,2.669752e+06,2.669751e+06,1.000000e+00,4.002325e-02,4.002321e-02,4.000000e-08,7.642355e+02,7.642339e+02,1.600000e-03,1.443466e+06,1.443466e+06,0.000000e+00
3.500000e+02,1.542038e+02,2.051569e-05,2.051568e-05,1.000000e-11,9.304163e+01,9.304158e+01,5.000000e-05,2.661747e+06,2.661748e+06,-1.000000e+00,3.653377e-02,3.653387e-02,-1.000000e-07,7.528447e+02,7.528437e+02,1.000000e-03,1.457816e+06,1.457816e+06,0.000000e+00
3.500000e+02,1.553046e+02,2.089204e-05,2.089205e-05,-1.000000e-11,9.469708e+01,9.469712e+01,-4.000000e-05,2.653499e+06,2.653499e+06,0.000000e+00,3.303195e-02,3.303188e-02,7.000000e-08,7.409666e+02,7.409652e+02,1.400000e-03,1.472835e+06,1.472836e+06,-1.000000e+00
3.500000e+02,1.564053e+02,2.112112e-05,2.112112e-05,0.000000e+00,9.641641e+01,9.641637e+01,4.000000e-05,2.644986e+06,2.644986e+06,0.000000e+00,2.951402e-02,2.951409e-02,-7.000000e-08,7.285119e+02,7.285111e+02,8.000000e-04,1.488617e+06,1.488617e+06,0.000000e+00
3.500000e+02,1.575061e+02,2.113833e-05,2.113832e-05,1.000000e-11,9.820579e+01,9.820585e+01,-6.000000e-05,2.636183e+06,2.636183e+06,0.000000e+00,2.597556e-02,2.597545e-02,1.100000e-07,7.153652e+02,7.153639e+02,1.300000e-03,1.505280e+06,1.505280e+06,0.000000e+00
3.500000e+02,1.586068e+02,2.085401e-05,2.085402e-05,-1.000000e-11,1.000724e+02,1.000724e+02,0.000000e+00,2.627064e+06,2.627064e+06,0.000000e+00,2.241132e-02,2.241135e-02,-3.000000e-08,7.013730e+02,7.013724e+02,6.000000e-04,1.522973e+06,1.522972e+06,1.000000e+00
3.500000e+02,1.597076e+02,2.014250e-05,2.014246e-05,4.000000e-11,1.020246e+02,1.020246e+02,0.000000e+00,2.617597e+06,2.617597e+06,0.000000e+00,1.881497e-02,1.881482e-02,1.500000e-07,6.863252e+02,6.863240e+02,1.200000e-03,1.541893e+06,1.541894e+06,-1.000000e+00
3.500000e+02,1.608083e+02,1.882527e-05,1.882527e-05,0.000000e+00,1.040721e+02,1.040721e+02,0.000000e+00,2.607744e+06,2.607744e+06,0.000000e+00,1.517883e-02,1.517883e-02,0.000000e+00,6.699214e+02,6.699209e+02,5.000000e-04,1.562308e+06,1.562308e+06,0.000000e+00
3.500000e+02,1.619090e+02,1.664450e-05,1.664461e-05,-1.100000e-10,1.062264e+02,1.062263e+02,1.000000e-04,2.597462e+06,2.597462e+06,0.000000e+00,1.149333e-02,1.149348e-02,-1.500000e-07,6.517078e+02,6.517082e+02,-4.000000e-04,1.584593e+06,1.584592e+06,1.000000e+00
3.500000e+02,1.630098e+02,1.321968e-05,1.321963e-05,5.000000e-11,1.085012e+02,1.085012e+02,0.000000e+00,2.586698e+06,2.586698e+06,0.000000e+00,7.746391e-03,7.746350e-03,4.100000e-08,6.309453e+02,6.309449e+02,4.000000e-04,1.609310e+06,1.609311e+06,-1.000000e+00
3.500000e+02,1.641105e+02,7.973747e-06,7.973936e-06,-1.890000e-10,1.109127e+02,1.109126e+02,1.000000e-04,2.575392e+06,2.575392e+06,0.000000e+00,3.922291e-03,3.922405e-03,-1.140000e-07,6.062809e+02,6.062816e+02,-7.000000e-04,1.637369e+06,1.637368e+06,1.000000e+00
3.500000e+02,1.652113e+02,0.000000e+00,0.000000e+00,0.000000e+00,1.134798e+02,1.134798e+02,0.000000e+00,2.563470e+06,2.563470e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.746871e+02,5.746871e+02,0.000000e+00,1.670440e+06,1.670440e+06,0.000000e+00
3.600000e+02,1.222113e+02,7.353896e-06,7.353902e-06,-6.000000e-12,5.675612e+01,5.675613e+01,-1.000000e-05,2.886280e+06,2.886280e+06,0.000000e+00,1.880683e-01,1.880682e-01,1.000000e-07,1.091345e+03,1.091338e+03,7.000000e-03,1.115058e+06,1.115058e+06,0.000000e+00
3.600000e+02,1.234981e+02,7.677981e-06,7.677978e-06,3.000000e-12,5.765005e+01,5.765005e+01,0.000000e+00,2.881521e+06,2.881521e+06,0.000000e+00,1.837180e-01,1.837181e-01,-1.000000e-07,1.083177e+03,1.083170e+03,7.000000e-03,1.122417e+06,1.122417e+06,0.000000e+00
3.600000e+02,1.247849e+02,8.012127e-06,8.012116e-06,1.100000e-11,5.855618e+01,5.855615e+01,3.000000e-05,2.876707e+06,2.876707e+06,0.000000e+00,1.793980e-01,1.793982e-01,-2.000000e-07,1.075000e+03,1.074994e+03,6.000000e-03,1.129857e+06,1.129856e+06,1.000000e+00
3.600000e+02,1.260718e+02,8.356874e-06,8.356880e-06,-6.000000e-12,5.947492e+01,5.947494e+01,-2.000000e-05,2.871835e+06,2.871835e+06,0.000000e+00,1.751082e-01,1.751081e-01,1.000000e-07,1.066814e+03,1.066807e+03,7.000000e-03,1.137379e+06,1.137379e+06,0.000000e+00
3.600000e+02,1.273586e+02,8.712822e-06,8.712819e-06,3.000000e-12,6.040669e+01,6.040668e+01,1.000000e-05,2.866905e+06,2.866905e+06,0.000000e+00,1.708483e-01,1.708484e-01,-1.000000e-07,1.058617e+03,1.058611e+03,6.000000e-03,1.144987e+06,1.144987e+06,0.000000e+00
3.600000e+02,1.286454e+02,9.080639e-06,9.080626e-06,1.300000e-11,6.135196e+01,6.135192e+01,4.000000e-05,2.861915e+06,2.861915e+06,0.000000e+00,1.666183e-01,1.666185e-01,-2.000000e-07,1.050410e+03,1.050404e+03,6.000000e-03,1.152681e+06,1.152681e+06,0.000000e+00
3.600000e+02,1.299323e+02,9.461066e-06,9.461071e-06,-5.000000e-12,6.231119e+01,6.231120e+01,-1.000000e-05,2.856862e+06,2.856862e+06,0.000000e+00,1.624181e-01,1.624180e-01,1.000000e-07,1.042190e+03,1.042184e+03,6.000000e-03,1.160466e+06,1.160466e+06,0.000000e+00
3.600000e+02,1.312191e+02,9.854918e-06,9.854913e-06,5.000000e-12,6.328490e+01,6.328489e+01,1.000000e-05,2.851744e+06,2.851745e+06,-1.000000e+00,1.582474e-01,1.582474e-01,0.000000e+00,1.033957e+03,1.033951e+03,6.000000e-03,1.168342e+06,1.168342e+06,0.000000e+00
3.600000e+02,1.325060e+02,1.026310e-05,1.026311e-05,-1.000000e-11,6.427363e+01,6.427367e+01,-4.000000e-05,2.846561e+06,2.846561e+06,0.000000e+00,1.541061e-01,1.541059e-01,2.000000e-07,1.025709e+03,1.025703e+03,6.000000e-03,1.176313e+06,1.176313e+06,0.000000e+00
3.600000e+02,1.337928e+02,1.068659e-05,1.068659e-05,0.000000e+00,6.527794e+01,6.527795e+01,-1.000000e-05,2.841309e+06,2.841308e+06,1.000000e+00,1.499940e-01,1.499939e-01,1.000000e-07,1.017445e+03,1.017439e+03,6.000000e-03,1.184382e+06,1.184382e+06,0.000000e+00
3.600000e+02,1.350796e+02,1.112647e-05,1.112646e-05,1.000000e-11,6.629843e+01,6.629842e+01,1.000000e-05,2.835985e+06,2.835985e+06,0.000000e+00,1.459110e-01,1.459110e-01,0.000000e+00,1.009163e+03,1.009158e+03,5.000000e-03,1.192552e+06,1.192552e+06,0.000000e+00
3.600000e+02,1.363665e+02,1.158393e-05,1.158394e-05,-1.000000e-11,6.733575e+01,6.733579e+01,-4.000000e-05,2.830589e+06,2.830589e+06,0.000000e+00,1.418568e-01,1.418567e-01,1.000000e-07,1.000862e+03,1.000857e+03,5.000000e-03,1.200825e+06,1.200826e+06,-1.000000e+00
3.600000e+02,1.376533e+02,1.206024e-05,1.206025e-05,-1.000000e-11,6.839057e+01,6.839058e+01,-1.000000e-05,2.825116e+06,2.825116e+06,0.000000e+00,1.378314e-01,1.378313e-01,1.000000e-07,9.925406e+02,9.925355e+02,5.100000e-03,1.209206e+06,1.209207e+06,-1.000000e+00
3.600000e+02,1.389401e+02,1.255682e-05,1.255681e-05,1.000000e-11,6.946361e+01,6.946359e+01,2.000000e-05,2.819565e+06,2.819565e+06,0.000000e+00,1.338343e-01,1.338344e-01,-1.000000e-07,9.841956e+02,9.841908e+02,4.800000e-03,1.217699e+06,1.217699e+06,0.000000e+00
3.600000e+02,1.402270e+02,1.307518e-05,1.307520e-05,-2.000000e-11,7.055564e+01,7.055568e+01,-4.000000e-05,2.813932e+06,2.813931e+06,1.000000e+00,1.298655e-01,1.298654e-01,1.000000e-07,9.758251e+02,9.758201e+02,5.000000e-03,1.226306e+06,1.226306e+06,0.000000e+00
3.600000e+02,1.415138e+02,1.361697e-05,1.361698e-05,-1.000000e-11,7.166750e+01,7.166751e+01,-1.000000e-05,2.808214e+06,2.808214e+06,0.000000e+00,1.259247e-01,1.259247e-01,0.000000e+00,9.674268e+02,9.674222e+02,4.600000e-03,1.235033e+06,1.235033e+06,0.000000e+00
3.600000e+02,1.428006e+02,1.418398e-05,1.418397e-05,1.000000e-11,7.280005e+01,7.280003e+01,2.000000e-05,2.802408e+06,2.802408e+06,0.000000e+00,1.220116e-01,1.220117e-01,-1.000000e-07,9.589979e+02,9.589936e+02,4.300000e-03,1.243883e+06,1.243883e+06,0.000000e+00
3.600000e+02,1.440875e+02,1.477814e-05,1.477816e-05,-2.000000e-11,7.395424e+01,7.395428e+01,-4.000000e-05,2.796510e+06,2.796510e+06,0.000000e+00,1.181260e-01,1.181259e-01,1.000000e-07,9.505354e+02,9.505308e+02,4.600000e-03,1.252863e+06,1.252863e+06,0.000000e+00
3.600000e+02,1.453743e+02,1.540152e-05,1.540152e-05,0.000000e+00,7.513109e+01,7.513109e+01,0.000000e+00,2.790517e+06,2.790517e+06,0.000000e+00,1.142675e-01,1.142675e-01,0.000000e+00,9.420360e+02,9.420319e+02,4.100000e-03,1.261976e+06,1.261976e+06,0.000000e+00
3.600000e+02,1.466611e+02,1.605635e-05,1.605634e-05,1.000000e-11,7.633167e+01,7.633164e+01,3.000000e-05,2.784424e+06,2.784424e+06,0.000000e+00,1.104359e-01,1.104360e-01,-1.000000e-07,9.334962e+02,9.334925e+02,3.700000e-03,1.271229e+06,1.271229e+06,0.000000e+00
3.600000e+02,1.479480e+02,1.674504e-05,1.674506e-05,-2.000000e-11,7.755715e+01,7.755719e+01,-4.000000e-05,2.778227e+06,2.778227e+06,0.000000e+00,1.066308e-01,1.066307e-01,1.000000e-07,9.249120e+02,9.249079e+02,4.100000e-03,1.280628e+06,1.280628e+06,0.000000e+00
3.600000e+02,1.492348e+02,1.747016e-05,1.747016e-05,0.000000e+00,7.880882e+01,7.880882e+01,0.000000e+00,2.771921e+06,2.771921e+06,0.000000e+00,1.028519e-01,1.028519e-01,0.000000e+00,9.162788e+02,9.162751e+02,3.700000e-03,1.290179e+06,1.290179e+06,0.000000e+00
3.600000e+02,1.505216e+02,1.823442e-05,1.823440e-05,2.000000e-11,8.008802e+01,8.008798e+01,4.000000e-05,2.765502e+06,2.765502e+06,0.000000e+00,9.909877e-02,9.909887e-02,-1.000000e-07,9.075919e+02,9.075886e+02,3.300000e-03,1.299890e+06,1.299890e+06,0.000000e+00
3.600000e+02,1.518085e+02,1.904073e-05,1.904075e-05,-2.000000e-11,8.139624e+01,8.139627e+01,-3.000000e-05,2.758964e+06,2.758964e+06,0.000000e+00,9.537097e-02,9.537089e-02,8.000000e-08,8.988459e+02,8.988423e+02,3.600000e-03,1.309769e+06,1.309770e+06,-1.000000e+00
3.600000e+02,1.530953e+02,1.989215e-05,1.989215e-05,0.000000e+00,8.273510e+01,8.273509e+01,1.000000e-05,2.752300e+06,2.752300e+06,0.000000e+00,9.166808e-02,9.166810e-02,-2.000000e-08,8.900346e+02,8.900314e+02,3.200000e-03,1.319825e+06,1.319825e+06,0.000000e+00
3.600000e+02,1.543821e+02,2.079187e-05,2.079184e-05,3.000000e-11,8.410635e+01,8.410631e+01,4.000000e-05,2.745505e+06,2.745505e+06,0.000000e+00,8.798961e-02,8.798972e-02,-1.100000e-07,8.811515e+02,8.811486e+02,2.900000e-03,1.330066e+06,1.330066e+06,0.000000e+00
3.600000e+02,1.556690e+02,2.174320e-05,2.174322e-05,-2.000000e-11,8.551191e+01,8.551194e+01,-3.000000e-05,2.738571e+06,2.738571e+06,0.000000e+00,8.433502e-02,8.433495e-02,7.000000e-08,8.721889e+02,8.721858e+02,3.100000e-03,1.340503e+06,1.340504e+06,-1.000000e+00
3.600000e+02,1.569558e+02,2.274954e-05,2.274953e-05,1.000000e-11,8.695388e+01,8.695387e+01,1.000000e-05,2.731492e+06,2.731492e+06,0.000000e+00,8.070374e-02,8.070376e-02,-2.000000e-08,8.631385e+02,8.631357e+02,2.800000e-03,1.351149e+06,1.351149e+06,0.000000e+00
3.600000e+02,1.582426e+02,2.381429e-05,2.381426e-05,3.000000e-11,8.843459e+01,8.843454e+01,5.000000e-05,2.724257e+06,2.724257e+06,0.000000e+00,7.709512e-02,7.709524e-02,-1.200000e-07,8.539908e+02,8.539884e+02,2.400000e-03,1.362015e+06,1.362015e+06,0.000000e+00
3.600000e+02,1.595295e+02,2.494080e-05,2.494082e-05,-2.000000e-11,8.995657e+01,8.995660e+01,-3.000000e-05,2.716859e+06,2.716859e+06,0.000000e+00,7.350848e-02,7.350842e-02,6.000000e-08,8.447351e+02,8.447323e+02,2.800000e-03,1.373117e+06,1.373117e+06,0.000000e+00
3.600000e+02,1.608163e+02,2.613219e-05,2.613218e-05,1.000000e-11,9.152267e+01,9.152266e+01,1.000000e-05,2.709287e+06,2.709287e+06,0.000000e+00,6.994305e-02,6.994309e-02,-4.000000e-08,8.353591e+02,8.353567e+02,2.400000e-03,1.384469e+06,1.384469e+06,0.000000e+00
3.600000e+02,1.621031e+02,2.739125e-05,2.739120e-05,5.000000e-11,9.313602e+01,9.313596e+01,6.000000e-05,2.701530e+06,2.701530e+06,0.000000e+00,6.639799e-02,6.639812e-02,-1.300000e-07,8.258490e+02,8.258470e+02,2.000000e-03,1.396091e+06,1.396090e+06,1.000000e+00
3.600000e+02,1.633900e+02,2.872010e-05,2.872012e-05,-2.000000e-11,9.480014e+01,9.480016e+01,-2.000000e-05,2.693575e+06,2.693575e+06,0.000000e+00,6.287234e-02,6.287229e-02,5.000000e-08,8.161890e+02,8.161866e+02,2.400000e-03,1.408002e+06,1.408002e+06,0.000000e+00
3.600000e+02,1.646768e+02,3.011991e-05,3.011989e-05,2.000000e-11,9.651895e+01,9.651893e+01,2.000000e-05,2.685409e+06,2.685409e+06,0.000000e+00,5.936506e-02,5.936510e-02,-4.000000e-08,8.063604e+02,8.063584e+02,2.000000e-03,1.420226e+06,1.420226e+06,0.000000e+00
3.600000e+02,1.659637e+02,3.159036e-05,3.159042e-05,-6.000000e-11,9.829690e+01,9.829697e+01,-7.000000e-05,2.677016e+06,2.677015e+06,1.000000e+00,5.587497e-02,5.587484e-02,1.300000e-07,7.963421e+02,7.963397e+02,2.400000e-03,1.432789e+06,1.432790e+06,-1.000000e+00
3.600000e+02,1.672505e+02,3.312898e-05,3.312900e-05,-2.000000e-11,1.001390e+02,1.001390e+02,0.000000e+00,2.668378e+06,2.668378e+06,0.000000e+00,5.240075e-02,5.240071e-02,4.000000e-08,7.861089e+02,7.861069e+02,2.000000e-03,1.445723e+06,1.445723e+06,0.000000e+00
3.600000e+02,1.685373e+02,3.473015e-05,3.473012e-05,3.000000e-11,1.020510e+02,1.020510e+02,0.000000e+00,2.659476e+06,2.659476e+06,0.000000e+00,4.894089e-02,4.894095e-02,-6.000000e-08,7.756313e+02,7.756297e+02,1.600000e-03,1.459062e+06,1.459062e+06,0.000000e+00
3.600000e+02,1.698242e+02,3.638368e-05,3.638374e-05,-6.000000e-11,1.040395e+02,1.040396e+02,-1.000000e-04,2.650287e+06,2.650287e+06,0.000000e+00,4.549368e-02,4.549356e-02,1.200000e-07,7.648739e+02,7.648719e+02,2.000000e-03,1.472848e+06,1.472849e+06,-1.000000e+00
3.600000e+02,1.711110e+02,3.807292e-05,3.807293e-05,-1.000000e-11,1.061120e+02,1.061120e+02,0.000000e+00,2.640785e+06,2.640785e+06,0.000000e+00,4.205715e-02,4.205712e-02,3.000000e-08,7.537942e+02,7.537926e+02,1.600000e-03,1.487133e+06,1.487133e+06,0.000000e+00
3.600000e+02,1.723978e+02,3.977178e-05,3.977175e-05,3.000000e-11,1.082774e+02,1.082773e+02,1.000000e-04,2.630940e+06,2.630940e+06,0.000000e+00,3.862899e-02,3.862905e-02,-6.000000e-08,7.423400e+02,7.423389e+02,1.100000e-03,1.501974e+06,1.501973e+06,1.000000e+00
3.600000e+02,1.736847e+02,4.144064e-05,4.144069e-05,-5.000000e-11,1.105460e+02,1.105461e+02,-1.000000e-04,2.620716e+06,2.620716e+06,0.000000e+00,3.520654e-02,3.520643e-02,1.100000e-07,7.304469e+02,7.304453e+02,1.600000e-03,1.517445e+06,1.517445e+06,0.000000e+00
3.600000e+02,1.749715e+02,4.302013e-05,4.302014e-05,-1.000000e-11,1.129301e+02,1.129301e+02,0.000000e+00,2.610074e+06,2.610074e+06,0.000000e+00,3.178661e-02,3.178659e-02,2.000000e-08,7.180333e+02,7.180322e+02,1.100000e-03,1.533636e+06,1.533636e+06,0.000000e+00
3.600000e+02,1.762583e+02,4.442178e-05,4.442176e-05,2.000000e-11,1.154443e+02,1.154443e+02,0.000000e+00,2.598962e+06,2.598963e+06,-1.000000e+00,2.836542e-02,2.836549e-02,-7.000000e-08,7.049940e+02,7.049933e+02,7.000000e-04,1.550660e+06,1.550660e+06,0.000000e+00
3.600000e+02,1.775452e+02,4.551364e-05,4.551367e-05,-3.000000e-11,1.181065e+02,1.181066e+02,-1.000000e-04,2.587324e+06,2.587324e+06,0.000000e+00,2.493835e-02,2.493825e-02,1.000000e-07,6.911900e+02,6.911888e+02,1.200000e-03,1.568664e+06,1.568665e+06,-1.000000e+00
3.600000e+02,1.788320e+02,4.609749e-05,4.609749e-05,0.000000e+00,1.209383e+02,1.209383e+02,0.000000e+00,2.575086e+06,2.575086e+06,0.000000e+00,2.149970e-02,2.149969e-02,1.000000e-08,6.764316e+02,6.764309e+02,7.000000e-04,1.587843e+06,1.587843e+06,0.000000e+00
3.600000e+02,1.801188e+02,4.587165e-05,4.587167e-05,-2.000000e-11,1.239667e+02,1.239666e+02,1.000000e-04,2.562162e+06,2.562162e+06,0.000000e+00,1.804230e-02,1.804238e-02,-8.000000e-08,6.604496e+02,6.604495e+02,1.000000e-04,1.608463e+06,1.608463e+06,0.000000e+00
3.600000e+02,1.814057e+02,4.436781e-05,4.436775e-05,6.000000e-11,1.272256e+02,1.272257e+02,-1.000000e-04,2.548439e+06,2.548438e+06,1.000000e+00,1.455690e-02,1.455681e-02,9.000000e-08,6.428417e+02,6.428408e+02,9.000000e-04,1.630909e+06,1.630910e+06,-1.000000e+00
3.600000e+02,1.826925e+02,4.083832e-05,4.083832e-05,0.000000e+00,1.307585e+02,1.307585e+02,0.000000e+00,2.533776e+06,2.533776e+06,0.000000e+00,1.103122e-02,1.103122e-02,0.000000e+00,6.229621e+02,6.229618e+02,3.000000e-04,1.655770e+06,1.655770e+06,0.000000e+00
3.600000e+02,1.839793e+02,3.404216e-05,3.404241e-05,-2.500000e-10,1.346213e+02,1.346212e+02,1.000000e-04,2.517991e+06,2.517992e+06,-1.000000e+00,7.448348e-03,7.448446e-03,-9.800000e-08,5.996602e+02,5.996607e+02,-5.000000e-04,1.684024e+06,1.684023e+06,1.000000e+00
3.600000e+02,1.852662e+02,2.180414e-05,2.180376e-05,3.800000e-10,1.388865e+02,1.388866e+02,-1.000000e-04,2.500844e+06,2.500844e+06,0.000000e+00,3.783843e-03,3.783754e-03,8.900000e-08,5.705003e+02,5.704994e+02,9.000000e-04,1.717550e+06,1.717551e+06,-1.000000e+00
3.600000e+02,1.865530e+02,0.000000e+00,8.644201e-11,-8.644201e-11,1.436440e+02,1.436440e+02,0.000000e+00,2.482025e+06,2.482025e+06,0.000000e+00,0.000000e+00,1.156015e-08,-1.156015e-08,5.281044e+02,5.281045e+02,-1.000000e-04,1.760968e+06,1.760968e+06,0.000000e+00
3.700000e+02,1.348791e+02,1.108310e-05,1.108309e-05,1.000000e-11,6.263659e+01,6.263658e+01,1.000000e-05,2.887746e+06,2.887746e+06,0.000000e+00,1.943500e-01,1.943501e-01,-1.000000e-07,1.092313e+03,1.092306e+03,7.000000e-03,1.136968e+06,1.136968e+06,0.000000e+00
3.700000e+02,1.363875e+02,1.161974e-05,1.161974e-05,0.000000e+00,6.370701e+01,6.370700e+01,1.000000e-05,2.882344e+06,2.882344e+06,0.000000e+00,1.895480e-01,1.895480e-01,0.000000e+00,1.083329e+03,1.083322e+03,7.000000e-03,1.145231e+06,1.145230e+06,1.000000e+00
3.700000e+02,1.378959e+02,1.217582e-05,1.217582e-05,0.000000e+00,6.479393e+01,6.479393e+01,0.000000e+00,2.876873e+06,2.876873e+06,0.000000e+00,1.847876e-01,1.847875e-01,1.000000e-07,1.074344e+03,1.074337e+03,7.000000e-03,1.153583e+06,1.153583e+06,0.000000e+00
3.700000e+02,1.394043e+02,1.275253e-05,1.275254e-05,-1.000000e-11,6.589796e+01,6.589797e+01,-1.000000e-05,2.871332e+06,2.871332e+06,0.000000e+00,1.800688e-01,1.800687e-01,1.000000e-07,1.065355e+03,1.065349e+03,6.000000e-03,1.162028e+06,1.162028e+06,0.000000e+00
3.700000e+02,1.409127e+02,1.335119e-05,1.335120e-05,-1.000000e-11,6.701975e+01,6.701977e+01,-2.000000e-05,2.865717e+06,2.865717e+06,0.000000e+00,1.753915e-01,1.753914e-01,1.000000e-07,1.056364e+03,1.056358e+03,6.000000e-03,1.170568e+06,1.170568e+06,0.000000e+00
